Territorio;Nivel educativo;Sexo;Titularidad del centro;Año/Curso;value
Asturias;FP Grado Superior;Hombres;Centros privados;2015-2016;34
Asturias;FP Básica;Hombres;Centros públicos;2016-2017;0
Asturias;FP Grado Superior;Hombres;Todos los centros;2016-2017;117
Asturias;FP Grado Medio y FP Grado Superior;Mujeres;Centros privados;2016-2017;24
Asturias;FP Grado Medio;Mujeres;Todos los centros;2016-2017;30
Asturias;Total FP;Total;Centros privados;2016-2017;87
Asturias;FP Grado Medio;Mujeres;Centros privados;2018-2019;23
Asturias;FP Básica y Grado Medio;Total;Todos los centros;2016-2017;126
Asturias;FP Básica;Mujeres;Centros privados;2018-2019;0
Asturias;FP Grado Medio;Hombres;Centros privados;2016-2017;17
Asturias;FP Grado Superior;Total;Todos los centros;2017-2018;65
Asturias;FP Básica y Grado Medio;Total;Centros privados;2016-2017;29
Asturias;Total FP;Hombres;Todos los centros;2015-2016;169
Asturias;FP Básica y Grado Medio;Hombres;Centros públicos;2015-2016;66
Asturias;FP Básica;Total;Centros públicos;2018-2019;0
Asturias;FP Grado Superior;Total;Todos los centros;2016-2017;175
Asturias;FP Básica y Grado Medio;Hombres;Centros privados;2017-2018;16
Asturias;FP Básica;Mujeres;Centros públicos;2017-2018;0
Asturias;FP Básica;Total;Todos los centros;2017-2018;0
Asturias;FP Básica;Total;Centros privados;2015-2016;0
Asturias;FP Grado Medio y FP Grado Superior;Mujeres;Todos los centros;2015-2016;78
Asturias;FP Grado Superior;Mujeres;Centros privados;2015-2016;8
Asturias;Total FP;Mujeres;Centros privados;2016-2017;24
Asturias;Total FP;Mujeres;Centros privados;2017-2018;25
Asturias;Total FP;Hombres;Centros privados;2015-2016;55
Asturias;FP Básica;Mujeres;Todos los centros;2015-2016;0
Asturias;FP Grado Superior;Mujeres;Todos los centros;2018-2019;27
Asturias;FP Grado Medio;Hombres;Todos los centros;2015-2016;87
Asturias;FP Grado Medio y FP Grado Superior;Hombres;Todos los centros;2017-2018;87
Asturias;FP Grado Medio y FP Grado Superior;Total;Centros públicos;2015-2016;181
Asturias;FP Grado Medio;Mujeres;Centros públicos;2018-2019;3
Asturias;FP Básica;Mujeres;Centros públicos;2016-2017;0
Asturias;FP Básica y Grado Medio;Mujeres;Centros públicos;2015-2016;21
Asturias;FP Grado Medio;Mujeres;Todos los centros;2015-2016;24
Asturias;FP Básica;Total;Centros privados;2018-2019;0
Asturias;FP Básica;Total;Todos los centros;2016-2017;0
Asturias;FP Básica y Grado Medio;Total;Todos los centros;2018-2019;44
Asturias;FP Grado Superior;Total;Centros privados;2017-2018;49
Asturias;FP Básica y Grado Medio;Hombres;Todos los centros;2015-2016;87
Asturias;FP Básica y Grado Medio;Total;Todos los centros;2015-2016;111
Asturias;FP Básica;Mujeres;Centros públicos;2015-2016;0
Asturias;FP Básica y Grado Medio;Total;Centros públicos;2015-2016;87
Asturias;FP Grado Medio y FP Grado Superior;Hombres;Todos los centros;2018-2019;56
Asturias;FP Básica y Grado Medio;Mujeres;Centros públicos;2018-2019;3
Asturias;FP Grado Medio;Hombres;Centros públicos;2017-2018;27
Asturias;FP Grado Superior;Mujeres;Centros públicos;2016-2017;46
Asturias;FP Básica y Grado Medio;Total;Centros privados;2015-2016;24
Asturias;FP Grado Medio;Total;Todos los centros;2018-2019;44
Asturias;FP Grado Medio;Mujeres;Todos los centros;2018-2019;26
Asturias;FP Grado Superior;Total;Centros públicos;2018-2019;21
Asturias;Total FP;Hombres;Centros públicos;2016-2017;150
Asturias;FP Grado Medio;Mujeres;Centros privados;2016-2017;12
Asturias;FP Grado Medio y FP Grado Superior;Mujeres;Centros privados;2018-2019;47
Asturias;FP Básica y Grado Medio;Hombres;Todos los centros;2018-2019;18
Asturias;FP Grado Superior;Mujeres;Centros privados;2017-2018;15
Asturias;FP Básica;Mujeres;Centros privados;2015-2016;0
Asturias;Total FP;Mujeres;Centros públicos;2016-2017;64
Asturias;FP Grado Medio y FP Grado Superior;Hombres;Centros privados;2015-2016;55
Asturias;FP Básica;Total;Todos los centros;2018-2019;0
Asturias;Total FP;Total;Centros privados;2017-2018;75
Asturias;FP Grado Medio;Mujeres;Centros privados;2017-2018;10
Asturias;FP Grado Medio y FP Grado Superior;Hombres;Todos los centros;2016-2017;213
Asturias;FP Grado Medio y FP Grado Superior;Hombres;Todos los centros;2015-2016;169
Asturias;FP Grado Medio;Hombres;Todos los centros;2017-2018;43
Asturias;FP Básica;Mujeres;Centros públicos;2018-2019;0
Asturias;FP Grado Medio y FP Grado Superior;Hombres;Centros privados;2016-2017;63
Asturias;FP Básica;Hombres;Todos los centros;2015-2016;0
Asturias;Total FP;Total;Centros públicos;2016-2017;214
Asturias;FP Básica;Total;Centros públicos;2016-2017;0
Asturias;FP Básica;Total;Todos los centros;2015-2016;0
Asturias;FP Básica;Total;Centros privados;2016-2017;0
Asturias;FP Básica y Grado Medio;Mujeres;Centros privados;2017-2018;10
Asturias;FP Grado Superior;Hombres;Centros privados;2017-2018;34
Asturias;FP Básica;Hombres;Centros privados;2017-2018;0
Asturias;FP Básica y Grado Medio;Mujeres;Centros privados;2018-2019;23
Asturias;FP Grado Superior;Total;Centros públicos;2015-2016;94
Asturias;FP Básica y Grado Medio;Mujeres;Centros privados;2016-2017;12
Asturias;FP Básica;Hombres;Centros públicos;2017-2018;0
Asturias;FP Grado Medio;Hombres;Centros privados;2017-2018;16
Asturias;FP Básica y Grado Medio;Total;Todos los centros;2017-2018;55
Asturias;FP Grado Medio y FP Grado Superior;Total;Todos los centros;2015-2016;247
Asturias;FP Básica;Hombres;Centros públicos;2018-2019;0
Asturias;FP Grado Medio;Total;Centros privados;2017-2018;26
Asturias;FP Grado Superior;Total;Todos los centros;2018-2019;65
Asturias;FP Grado Medio y FP Grado Superior;Total;Todos los centros;2017-2018;120
Asturias;FP Básica y Grado Medio;Hombres;Centros privados;2016-2017;17
Asturias;FP Grado Medio;Hombres;Centros privados;2018-2019;12
Asturias;FP Básica y Grado Medio;Hombres;Todos los centros;2016-2017;96
Asturias;FP Básica y Grado Medio;Hombres;Centros públicos;2017-2018;27
Asturias;FP Básica y Grado Medio;Total;Centros públicos;2017-2018;29
Asturias;Total FP;Hombres;Centros privados;2018-2019;32
Asturias;Total FP;Hombres;Centros públicos;2017-2018;37
Asturias;FP Básica y Grado Medio;Hombres;Centros privados;2015-2016;21
Asturias;FP Básica y Grado Medio;Total;Centros públicos;2016-2017;97
Asturias;FP Grado Superior;Mujeres;Centros públicos;2018-2019;3
Asturias;FP Grado Medio y FP Grado Superior;Mujeres;Centros públicos;2016-2017;64
Asturias;FP Grado Medio y FP Grado Superior;Mujeres;Centros privados;2015-2016;11
Asturias;FP Básica;Mujeres;Todos los centros;2017-2018;0
Asturias;FP Básica y Grado Medio;Mujeres;Todos los centros;2015-2016;24
Asturias;FP Básica;Mujeres;Todos los centros;2018-2019;0
Asturias;FP Grado Medio;Mujeres;Centros públicos;2015-2016;21
Asturias;FP Grado Medio y FP Grado Superior;Hombres;Centros públicos;2018-2019;24
Asturias;Total FP;Hombres;Centros públicos;2015-2016;114
Asturias;FP Grado Medio;Total;Centros públicos;2015-2016;87
Asturias;Total FP;Mujeres;Centros públicos;2017-2018;8
Asturias;FP Grado Medio y FP Grado Superior;Mujeres;Todos los centros;2016-2017;88
Asturias;FP Grado Medio;Total;Todos los centros;2017-2018;55
Asturias;FP Básica;Total;Centros públicos;2015-2016;0
Asturias;FP Grado Superior;Mujeres;Todos los centros;2017-2018;21
Asturias;FP Grado Medio;Total;Centros públicos;2016-2017;97
Asturias;FP Básica;Hombres;Todos los centros;2017-2018;0
Asturias;Total FP;Mujeres;Centros privados;2018-2019;47
Asturias;FP Grado Superior;Mujeres;Centros públicos;2015-2016;46
Asturias;FP Básica y Grado Medio;Mujeres;Centros públicos;2016-2017;18
Asturias;Total FP;Hombres;Centros públicos;2018-2019;24
Asturias;FP Básica;Hombres;Centros privados;2016-2017;0
Asturias;Total FP;Total;Todos los centros;2015-2016;247
Asturias;FP Grado Superior;Mujeres;Centros públicos;2017-2018;6
Asturias;FP Grado Superior;Total;Centros privados;2018-2019;44
Asturias;Total FP;Mujeres;Todos los centros;2016-2017;88
Asturias;FP Grado Superior;Hombres;Todos los centros;2017-2018;44
Asturias;FP Básica y Grado Medio;Hombres;Todos los centros;2017-2018;43
Asturias;FP Básica;Total;Centros públicos;2017-2018;0
Asturias;FP Grado Medio;Total;Todos los centros;2016-2017;126
Asturias;Total FP;Hombres;Centros privados;2016-2017;63
Asturias;FP Grado Medio;Total;Centros privados;2018-2019;35
Asturias;FP Grado Superior;Total;Todos los centros;2015-2016;136
Asturias;FP Grado Medio y FP Grado Superior;Hombres;Centros privados;2017-2018;50
Asturias;FP Grado Medio;Total;Centros públicos;2018-2019;9
Asturias;Total FP;Total;Centros públicos;2018-2019;30
Asturias;FP Básica y Grado Medio;Total;Centros privados;2018-2019;35
Asturias;FP Básica;Hombres;Todos los centros;2016-2017;0
Asturias;Total FP;Total;Todos los centros;2017-2018;120
Asturias;FP Grado Medio;Hombres;Centros públicos;2015-2016;66
Asturias;FP Grado Superior;Total;Centros privados;2016-2017;58
Asturias;FP Grado Medio;Hombres;Todos los centros;2016-2017;96
Asturias;FP Básica;Mujeres;Todos los centros;2016-2017;0
Asturias;FP Grado Superior;Hombres;Centros privados;2016-2017;46
Asturias;FP Grado Medio;Hombres;Centros públicos;2016-2017;79
Asturias;Total FP;Hombres;Todos los centros;2016-2017;213
Asturias;FP Grado Medio y FP Grado Superior;Total;Todos los centros;2018-2019;109
Asturias;Total FP;Mujeres;Centros públicos;2018-2019;6
Asturias;FP Grado Medio y FP Grado Superior;Mujeres;Centros públicos;2018-2019;6
Asturias;FP Básica;Mujeres;Centros privados;2016-2017;0
Asturias;FP Grado Superior;Mujeres;Todos los centros;2016-2017;58
Asturias;Total FP;Mujeres;Todos los centros;2015-2016;78
Asturias;Total FP;Total;Todos los centros;2016-2017;301
Asturias;FP Grado Medio y FP Grado Superior;Mujeres;Centros privados;2017-2018;25
Asturias;Total FP;Total;Todos los centros;2018-2019;109
Asturias;FP Básica y Grado Medio;Mujeres;Todos los centros;2016-2017;30
Asturias;FP Grado Medio y FP Grado Superior;Total;Centros privados;2015-2016;66
Asturias;FP Grado Medio y FP Grado Superior;Mujeres;Centros públicos;2015-2016;67
Asturias;FP Grado Medio y FP Grado Superior;Mujeres;Todos los centros;2017-2018;33
Asturias;FP Básica;Total;Centros privados;2017-2018;0
Asturias;FP Grado Superior;Mujeres;Todos los centros;2015-2016;54
Asturias;FP Grado Superior;Total;Centros privados;2015-2016;42
Asturias;FP Básica;Hombres;Centros públicos;2015-2016;0
Asturias;Total FP;Mujeres;Centros privados;2015-2016;11
Asturias;FP Grado Medio y FP Grado Superior;Hombres;Centros públicos;2015-2016;114
Asturias;FP Grado Medio y FP Grado Superior;Total;Centros públicos;2016-2017;214
Asturias;FP Grado Medio;Mujeres;Todos los centros;2017-2018;12
Asturias;FP Grado Superior;Hombres;Centros públicos;2017-2018;10
Asturias;FP Básica;Hombres;Centros privados;2015-2016;0
Asturias;FP Grado Medio y FP Grado Superior;Total;Centros privados;2016-2017;87
Asturias;FP Básica y Grado Medio;Hombres;Centros públicos;2018-2019;6
Asturias;FP Grado Medio y FP Grado Superior;Hombres;Centros públicos;2017-2018;37
Asturias;FP Básica y Grado Medio;Hombres;Centros públicos;2016-2017;79
Asturias;FP Grado Medio y FP Grado Superior;Total;Todos los centros;2016-2017;301
Asturias;Total FP;Mujeres;Todos los centros;2017-2018;33
Asturias;FP Básica y Grado Medio;Mujeres;Centros privados;2015-2016;3
Asturias;FP Básica y Grado Medio;Total;Centros privados;2017-2018;26
Asturias;Total FP;Hombres;Centros privados;2017-2018;50
Asturias;Total FP;Total;Centros privados;2018-2019;79
Asturias;FP Grado Medio;Hombres;Todos los centros;2018-2019;18
Asturias;FP Básica y Grado Medio;Mujeres;Todos los centros;2018-2019;26
Asturias;FP Grado Superior;Hombres;Todos los centros;2018-2019;38
Asturias;FP Grado Superior;Mujeres;Centros privados;2016-2017;12
Asturias;FP Grado Medio;Total;Centros privados;2015-2016;24
Asturias;FP Básica;Hombres;Centros privados;2018-2019;0
Cantabria;FP Básica;Total;Centros privados;2016-2017;0
Cantabria;FP Básica y Grado Medio;Mujeres;Todos los centros;2016-2017;0
Cantabria;FP Básica;Total;Centros públicos;2018-2019;0
Cantabria;FP Básica;Mujeres;Centros públicos;2018-2019;0
Cantabria;FP Grado Medio;Total;Centros privados;2017-2018;1
Cantabria;FP Grado Medio y FP Grado Superior;Total;Todos los centros;2018-2019;50
Cantabria;FP Grado Medio;Mujeres;Centros públicos;2017-2018;0
Cantabria;FP Grado Medio;Hombres;Todos los centros;2015-2016;15
Cantabria;FP Grado Medio;Total;Todos los centros;2015-2016;33
Cantabria;FP Grado Medio y FP Grado Superior;Hombres;Centros públicos;2016-2017;60
Cantabria;FP Básica;Total;Centros privados;2015-2016;0
Cantabria;FP Grado Medio;Mujeres;Centros públicos;2016-2017;0
Cantabria;FP Grado Medio;Hombres;Centros privados;2018-2019;2
Cantabria;FP Básica y Grado Medio;Total;Todos los centros;2015-2016;33
Cantabria;FP Grado Superior;Hombres;Centros públicos;2016-2017;57
Cantabria;Total FP;Hombres;Todos los centros;2015-2016;127
Cantabria;FP Grado Superior;Mujeres;Centros públicos;2016-2017;36
Cantabria;FP Grado Medio;Mujeres;Centros privados;2015-2016;0
Cantabria;FP Básica;Mujeres;Centros públicos;2016-2017;0
Cantabria;FP Básica;Mujeres;Centros privados;2018-2019;0
Cantabria;FP Básica;Total;Todos los centros;2015-2016;0
Cantabria;FP Grado Medio y FP Grado Superior;Hombres;Todos los centros;2018-2019;38
Cantabria;Total FP;Mujeres;Centros públicos;2017-2018;14
Cantabria;FP Básica y Grado Medio;Hombres;Todos los centros;2017-2018;3
Cantabria;FP Básica y Grado Medio;Hombres;Todos los centros;2015-2016;15
Cantabria;FP Básica;Mujeres;Todos los centros;2015-2016;0
Cantabria;FP Básica y Grado Medio;Total;Todos los centros;2016-2017;3
Cantabria;FP Grado Superior;Mujeres;Centros privados;2017-2018;1
Cantabria;Total FP;Mujeres;Todos los centros;2017-2018;15
Cantabria;Total FP;Mujeres;Centros privados;2016-2017;1
Cantabria;FP Básica y Grado Medio;Hombres;Centros privados;2016-2017;0
Cantabria;FP Grado Medio y FP Grado Superior;Hombres;Centros privados;2016-2017;5
Cantabria;FP Grado Medio y FP Grado Superior;Total;Todos los centros;2016-2017;102
Cantabria;Total FP;Total;Centros públicos;2016-2017;96
Cantabria;FP Grado Superior;Total;Todos los centros;2015-2016;156
Cantabria;FP Grado Medio y FP Grado Superior;Hombres;Todos los centros;2015-2016;127
Cantabria;FP Grado Medio y FP Grado Superior;Total;Centros públicos;2016-2017;96
Cantabria;FP Grado Superior;Total;Centros públicos;2017-2018;53
Cantabria;FP Básica y Grado Medio;Hombres;Centros públicos;2017-2018;2
Cantabria;Total FP;Hombres;Todos los centros;2018-2019;38
Cantabria;FP Grado Superior;Total;Todos los centros;2017-2018;55
Cantabria;FP Grado Superior;Total;Todos los centros;2018-2019;44
Cantabria;FP Grado Superior;Hombres;Todos los centros;2016-2017;62
Cantabria;FP Básica y Grado Medio;Total;Centros públicos;2017-2018;2
Cantabria;FP Básica y Grado Medio;Mujeres;Centros privados;2018-2019;0
Cantabria;FP Básica y Grado Medio;Total;Todos los centros;2018-2019;6
Cantabria;FP Grado Superior;Mujeres;Todos los centros;2018-2019;12
Cantabria;FP Básica;Hombres;Todos los centros;2016-2017;0
Cantabria;FP Grado Superior;Mujeres;Centros públicos;2018-2019;12
Cantabria;FP Grado Superior;Total;Todos los centros;2016-2017;99
Cantabria;FP Básica y Grado Medio;Mujeres;Centros públicos;2016-2017;0
Cantabria;FP Grado Medio y FP Grado Superior;Mujeres;Todos los centros;2018-2019;12
Cantabria;FP Básica y Grado Medio;Mujeres;Todos los centros;2018-2019;0
Cantabria;Total FP;Hombres;Centros privados;2018-2019;2
Cantabria;FP Grado Medio y FP Grado Superior;Hombres;Centros privados;2018-2019;2
Cantabria;FP Básica y Grado Medio;Mujeres;Centros privados;2016-2017;0
Cantabria;FP Básica;Mujeres;Centros privados;2016-2017;0
Cantabria;FP Grado Medio;Mujeres;Centros públicos;2018-2019;0
Cantabria;FP Básica;Total;Todos los centros;2018-2019;0
Cantabria;FP Grado Medio;Mujeres;Todos los centros;2015-2016;18
Cantabria;FP Grado Medio y FP Grado Superior;Mujeres;Centros privados;2015-2016;2
Cantabria;FP Grado Medio y FP Grado Superior;Mujeres;Centros públicos;2018-2019;12
Cantabria;Total FP;Mujeres;Centros públicos;2015-2016;60
Cantabria;FP Básica y Grado Medio;Hombres;Centros públicos;2018-2019;4
Cantabria;FP Grado Superior;Hombres;Centros públicos;2015-2016;102
Cantabria;FP Grado Medio y FP Grado Superior;Hombres;Centros públicos;2018-2019;36
Cantabria;FP Grado Medio;Hombres;Centros públicos;2016-2017;3
Cantabria;FP Básica;Hombres;Todos los centros;2018-2019;0
Cantabria;FP Grado Medio y FP Grado Superior;Total;Centros privados;2017-2018;3
Cantabria;FP Grado Medio;Total;Todos los centros;2018-2019;6
Cantabria;FP Grado Superior;Hombres;Centros privados;2015-2016;10
Cantabria;FP Grado Medio;Hombres;Todos los centros;2018-2019;6
Cantabria;FP Grado Superior;Mujeres;Todos los centros;2015-2016;44
Cantabria;FP Grado Superior;Hombres;Centros privados;2017-2018;1
Cantabria;FP Grado Medio y FP Grado Superior;Mujeres;Centros públicos;2016-2017;36
Cantabria;FP Básica;Mujeres;Todos los centros;2018-2019;0
Cantabria;Total FP;Total;Todos los centros;2018-2019;50
Cantabria;FP Grado Superior;Mujeres;Todos los centros;2017-2018;15
